105,1369.01593
110,1377.982095
115,1063.093908
120,1126.86517
125,952.8616974
130,844.297382
135,791.5902141
140,758.8164554
145,760.9183979
150,703.1887011
155,632.7177372
160,673.6588135
165,560.245117
170,539.5649187
175,546.3883439
180,520.3822622
185,458.3180987
190,421.7726667
195,405.2640208
200,416.2186967
205,414.0312859
210,388.314222
215,368.2335089
220,329.7761774
225,354.3115398
230,335.5958532
235,333.0911065
240,328.6772116
245,314.125973
250,297.4079094
255,292.9455833
260,257.6992362
265,275.8229523
270,253.1738512
275,244.2937179
280,210.4197488
285,222.6229761
290,208.5075198
295,212.1507713
300,214.8545621
305,176.7987308
310,187.4269203
315,180.146308
320,161.9252292
325,193.984311
330,168.1743586
335,161.2296736
340,150.099969
345,164.4297205
350,149.3143071
355,143.1636423
360,145.1944924
365,120.7002874
370,126.3235272
375,113.6830682
380,111.6138296
385,109.2314574
390,125.0455771
395,101.0327667
400,119.1769904
405,116.9600145
410,92.35631854
415,92.88281701
420,89.04035791
425,87.02280826
430,111.7746287
435,95.45516191
440,90.69360859
445,101.330582
450,90.1403446
455,70.60406302
460,67.6822769
465,69.23006891
470,62.96859197
475,78.04105615
480,69.49623276
485,71.1703638
490,54.79531374
495,56.73532621
500,66.9728943
505,77.51749739
510,59.38078325
515,77.33327252
520,51.86734101
525,44.38965512
530,58.79032786
535,47.22893612
540,48.90855842
545,61.01772805
550,46.89849653
555,43.2632837
560,44.33583788
565,19.08121362
570,51.09323542
575,96.29980666
580,44.54702616
585,64.90448645
590,39.44380231
595,32.86510895
600,29.75389014
605,31.51001096
610,46.31937279
615,33.08180484
620,44.01394223
625,86.83850153
630,75.8739225
635,38.01619493
640,41.67402579
645,32.96384421
650,21.5690494
655,38.60920595
660,29.68254392
665,24.97107173
670,66.40981406
675,99.58399197
680,37.73241171
685,20.53962828
690,19.64068838
695,82.90748157
700,61.01981829
105,1577.026184
110,1268.675698
115,1161.85172
120,1093.500668
125,907.9941444
130,826.639117
135,810.2813151
140,806.8328124
145,725.5281999
150,702.0938521
155,642.9372812
160,609.9294435
165,621.132079
170,542.6572037
175,548.0828629
180,516.3597402
185,452.6018517
190,428.3401107
195,408.3564278
200,392.9831617
205,408.9391229
210,393.026624
215,355.2064699
220,356.9961484
225,356.4845438
230,326.8095382
235,313.2291995
240,304.3449976
245,290.530178
250,307.8212704
255,265.3892783
260,263.6964592
265,258.3304293
270,287.7938772
275,241.1100329
280,215.0506988
285,239.6660671
290,242.4641538
295,215.8813003
300,208.6045011
305,199.0122318
310,173.5525003
315,172.787635
320,177.9949012
325,155.671537
330,180.2276426
335,156.4662146
340,149.249353
345,144.6147185
350,133.1004091
355,140.7024603
360,142.9573104
365,121.4220594
370,115.7844182
375,128.6452722
380,123.4529566
385,113.6269804
390,134.7839041
395,124.1147217
400,104.7292984
405,97.60132649
410,108.1727095
415,113.201451
420,111.2154979
425,81.08947426
430,94.45474369
435,83.03385191
440,80.46548959
445,69.17773403
450,85.4811796
455,67.58263902
460,81.1256969
465,106.4568609
470,67.25773097
475,69.17863015
480,83.63826176
485,70.7130578
490,61.94355274
495,60.44107521
500,55.9841253
505,50.99055039
510,56.71302825
515,51.14932852
520,52.48436001
525,98.69660112
530,52.46128686
535,76.85393612
540,66.97507142
545,46.83849805
550,42.37171753
555,88.4719327
560,47.79384588
565,45.27014762
570,71.68350642
575,69.92827066
580,35.20104816
585,29.84250445
590,80.39799531
595,38.45791295
600,59.83326614
605,75.81047196
610,49.93849879
615,43.11625184
620,69.48041823
625,42.70643653
630,38.2558355
635,31.07663493
640,43.93522579
645,58.01181021
650,53.7910724
655,15.32501895
660,63.05348492
665,44.65236973
670,29.54271006
675,44.39545497
680,27.07621471
685,37.79578528
690,40.42366238
695,41.35930257
700,17.48002329
105,1429.042053
110,1293.245278
115,1163.457555
120,1070.978573
125,994.0939974
130,849.751727
135,810.4738201
140,781.9163084
145,735.0687879
150,697.5181071
155,674.9397832
160,688.2533565
165,603.512573
170,553.5759057
175,548.8947519
180,498.5150132
185,452.4558547
190,430.8726427
195,428.8342718
200,422.0818557
205,404.7871459
210,398.202771
215,377.5424689
220,409.3073964
225,349.4848788
230,323.5340252
235,309.4036065
240,297.0455586
245,278.531582
250,310.8283804
255,274.2451133
260,258.8080622
265,285.0249483
270,252.9989552
275,267.1408859
280,249.0626318
285,210.3290611
290,198.7083248
295,212.7336263
300,190.1072781
305,204.3680668
310,221.7670393
315,202.021583
320,165.8392912
325,155.584226
330,146.6894346
335,147.2232946
340,173.298913
345,148.5800505
350,138.6092601
355,131.1016763
360,134.9835854
365,124.4171914
370,136.4486032
375,143.7205742
380,126.8113846
385,128.0896884
390,146.4598371
395,101.0145327
400,114.3204694
405,104.7475665
410,108.8375045
415,107.324437
420,90.91500691
425,105.1913113
430,87.53012269
435,101.4874959
440,92.69958959
445,79.50708003
450,70.7938936
455,80.34928702
460,70.8296159
465,64.45542691
470,82.67209797
475,74.84655215
480,64.08363576
485,94.4987328
490,54.84685774
495,66.13734921
500,85.6148473
505,61.38943039
510,71.89656125
515,67.73097752
520,58.92501901
525,74.19274012
530,62.13284186
535,52.11982112
540,45.63039042
545,51.32531405
550,27.71008853
555,74.3690267
560,72.90895788
565,64.30277062
570,54.28731242
575,26.10956066
580,32.74169816
585,68.12401445
590,35.21020631
595,55.36777895
600,52.72421214
605,55.15455696
610,50.62540379
615,52.89502984
620,69.71177223
625,18.50302153
630,33.3070895
635,23.03904493
640,17.88297279
645,40.78007521
650,53.6528424
655,39.08345695
660,30.70669092
665,74.87249273
670,15.01282606
675,60.36611197
680,58.93512471
685,27.69107928
690,21.44709238
695,45.78065057
700,29.85419929
105,1425.575744
110,1297.557656
115,1225.643591
120,1082.939633
125,1049.829104
130,883.985004
135,818.1328781
140,823.4514654
145,740.4005139
150,712.9750171
155,707.4505872
160,666.5266115
165,583.009521
170,585.8817527
175,560.0920789
180,483.5397322
185,471.8466027
190,437.4056017
195,418.3989078
200,403.5645827
205,395.3325559
210,374.922254
215,366.3413579
220,359.8348624
225,336.0385598
230,346.9266342
235,331.9391905
240,307.2040666
245,283.643673
250,301.4407774
255,277.4223893
260,286.5380112
265,263.1904153
270,277.3069082
275,254.0589459
280,218.8960668
285,210.9372761
290,230.5017818
295,205.1911453
300,214.0432221
305,187.4145148
310,191.7916363
315,171.554633
320,179.0577362
325,165.804563
330,151.9092216
335,183.5324386
340,154.961725
345,142.8872095
350,137.7658451
355,130.6821663
360,142.8339274
365,122.3838054
370,124.3305312
375,137.8149652
380,119.4035486
385,121.2196474
390,154.2604661
395,103.5872707
400,101.2580764
405,101.3246385
410,110.3840895
415,114.775654
420,107.1888409
425,107.2102013
430,87.05095069
435,95.79970591
440,81.80229659
445,99.38760403
450,72.3209316
455,64.23223702
460,72.7425639
465,77.08648391
470,73.86327597
475,64.87485815
480,79.50317576
485,71.1570428
490,57.76394174
495,79.03258221
500,63.3261353
505,58.41805539
510,71.76765525
515,54.57105052
520,73.92971801
525,79.49480312
530,47.32018886
535,41.18824112
540,48.26999342
545,46.69054905
550,46.32330053
555,46.8957757
560,77.34059888
565,43.02826562
570,75.60733542
575,54.36618266
580,63.98089516
585,49.05155045
590,100.7506413
595,65.88984395
600,81.11837714
605,44.45015096
610,60.50351579
615,40.08376584
620,45.21956923
625,66.91210953
630,45.7293005
635,65.75798593
640,39.61262479
645,42.08706621
650,28.6871444
655,28.86015195
660,52.33441492
665,41.93363473
670,30.23930406
675,55.13068397
680,36.28387971
685,46.44381128
690,28.60356338
695,58.21255057
700,41.79482029
105,1454.613342
110,1351.744302
115,1250.922521
120,1110.260677
125,936.8599884
130,893.680682
135,839.0918011
140,782.1666744
145,786.4079609
150,703.2443041
155,681.9938002
160,652.2044675
165,593.446533
170,593.9617087
175,529.5019909
180,493.2960192
185,475.1668537
190,472.1124497
195,424.7299018
200,435.6579057
205,407.6805169
210,371.69148
215,348.9488409
220,355.3904044
225,363.8383948
230,321.5877972
